month,year,distance,elevation,PointsScale,UciScale,ParcoursType,ProfileScore,RaceRanking,StartlistQuality,Classification,Category,Duration
8,2024,201,2876,GT.B.Stage,UCI.WR.GT.B.Stage,4,100,12,916,2.UWT,ME - Men Elite,15694
9,2024,143,3804,GT.B.Stage,UCI.WR.GT.B.Stage,5,372,12,916,2.UWT,ME - Men Elite,13551
9,2024,182,4085,GT.B.Stage,UCI.WR.GT.B.Stage,5,347,12,916,2.UWT,ME - Men Elite,17086
9,2024,142,2498,GT.B.Stage,UCI.WR.GT.B.Stage,2,107,12,916,2.UWT,ME - Men Elite,12734
9,2024,180,2699,GT.B.Stage,UCI.WR.GT.B.Stage,2,139,12,916,2.UWT,ME - Men Elite,14452
9,2024,165,2601,GT.B.Stage,UCI.WR.GT.B.Stage,5,217,12,916,2.UWT,ME - Men Elite,14095
8,2024,194,2678,GT.B.Stage,UCI.WR.GT.B.Stage,2,86,12,916,2.UWT,ME - Men Elite,18775
9,2024,172,5077,GT.B.Stage,UCI.WR.GT.B.Stage,5,340,12,916,2.UWT,ME - Men Elite,16717
9,2024,25,190,GT.B.Stage,UCI.WR.GT.B.Stage,1,6,12,916,2.UWT,ME - Men Elite,1588
8,2024,191,2620,GT.B.Stage,UCI.WR.GT.B.Stage,2,58,12,916,2.UWT,ME - Men Elite,16842
8,2024,171,3519,GT.B.Stage,UCI.WR.GT.B.Stage,5,238,12,916,2.UWT,ME - Men Elite,16009
8,2024,177,1691,GT.B.Stage,UCI.WR.GT.B.Stage,1,32,12,916,2.UWT,ME - Men Elite,15928
8,2024,186,3711,GT.B.Stage,UCI.WR.GT.B.Stage,5,170,12,916,2.UWT,ME - Men Elite,16092
8,2024,181,1943,GT.B.Stage,UCI.WR.GT.B.Stage,2,78,12,916,2.UWT,ME - Men Elite,15339
8,2024,159,2641,GT.B.Stage,UCI.WR.GT.B.Stage,3,145,12,916,2.UWT,ME - Men Elite,13114
8,2024,179,4486,GT.B.Stage,UCI.WR.GT.B.Stage,4,305,12,916,2.UWT,ME - Men Elite,16948
2,2024,199,2454,1.1,UCI.WR.1,4,88,59,324,1.1,ME - Men Elite,17517
2,2025,200,2400,1.1,UCI.WR.1,4,90,114,192,1.1,ME - Men Elite,16689
5,2024,115,2714,F-2.1.Stage,UCI.WE.1.Stage,2,191,65,262,2.1,WE - Women Elite,12979
5,2024,149,2072,F-2.1.Stage,UCI.WE.1.Stage,3,41,65,262,2.1,WE - Women Elite,14678
5,2024,78,1575,F-2.1.Stage,UCI.WE.1.Stage,2,115,65,262,2.1,WE - Women Elite,8326
6,2024,100,1536,F-2.1.Stage,UCI.WE.1.Stage,2,88,65,262,2.1,WE - Women Elite,9906
10,2024,109,1888,2.2.Stage,UCI.WR.2.Stage,3,79,385,4,2.2,ME - Men Elite,8275
10,2024,117,2306,2.2.Stage,UCI.WR.2.Stage,2,96,385,4,2.2,ME - Men Elite,10677
10,2024,205,1804,2.2.Stage,UCI.WR.2.Stage,1,34,385,4,2.2,ME - Men Elite,17609
10,2024,25,194,2.2.Stage,UCI.WR.2.Stage,1,12,385,4,2.2,ME - Men Elite,1723
10,2024,135,1688,2.2.Stage,UCI.WR.2.Stage,5,177,385,4,2.2,ME - Men Elite,12045
10,2024,120,1239,2.2.Stage,UCI.WR.2.Stage,1,11,385,4,2.2,ME - Men Elite,10675
10,2024,160,1689,2.2.Stage,UCI.WR.2.Stage,1,13,385,4,2.2,ME - Men Elite,11767
10,2024,76,178,2.2.Stage,UCI.WR.2.Stage,1,0,385,4,2.2,ME - Men Elite,6046
12,2024,198,2080,2.2.Stage,UCI.WR.2.Stage,2,36,302,11,2.2,ME - Men Elite,16739
12,2024,99,1460,2.2.Stage,UCI.WR.2.Stage,2,73,302,11,2.2,ME - Men Elite,9079
12,2024,215,2168,2.2.Stage,UCI.WR.2.Stage,3,105,302,11,2.2,ME - Men Elite,20504
12,2024,223,3487,2.2.Stage,UCI.WR.2.Stage,4,213,302,11,2.2,ME - Men Elite,21745
12,2024,102,711,2.2.Stage,UCI.WR.2.Stage,1,13,302,11,2.2,ME - Men Elite,8258
12,2024,188,1674,2.2.Stage,UCI.WR.2.Stage,2,45,302,11,2.2,ME - Men Elite,15144
12,2024,32,1479,2.2.Stage,UCI.WR.2.Stage,4,219,302,11,2.2,ME - Men Elite,4335
12,2024,137,1509,2.2.Stage,UCI.WR.2.Stage,1,56,302,11,2.2,ME - Men Elite,11301
12,2024,119,3192,2.2.Stage,UCI.WR.2.Stage,4,104,302,11,2.2,ME - Men Elite,12517
12,2024,107,2565,2.2.Stage,UCI.WR.2.Stage,4,262,302,11,2.2,ME - Men Elite,10538
3,2024,92,1051,F-2.2.Stage,UCI.WE.2.Stage,3,36,81,163,2.2,WE - Women Elite,8840
3,2024,96,1467,F-2.2.Stage,UCI.WE.2.Stage,5,85,81,163,2.2,WE - Women Elite,8570
3,2024,17,108,F-2.2.Stage,UCI.WE.2.Stage,1,2,81,163,2.2,WE - Women Elite,1369
3,2024,83,669,F-2.2.Stage,UCI.WE.2.Stage,1,17,119,46,2.2,WE - Women Elite,8338
3,2024,110,1958,F-2.2.Stage,UCI.WE.2.Stage,2,121,119,46,2.2,WE - Women Elite,11804
3,2024,118,744,F-2.2.Stage,UCI.WE.2.Stage,2,27,119,46,2.2,WE - Women Elite,11113
3,2024,75,180,F-2.2.Stage,UCI.WE.2.Stage,1,0,119,46,2.2,WE - Women Elite,6650
10,2024,103,881,F-2.2.Stage,UCI.WE.2.Stage,1,33,144,34,2.2,WE - Women Elite,10905
10,2024,118,1838,F-2.2.Stage,UCI.WE.2.Stage,3,60,144,34,2.2,WE - Women Elite,13089
10,2024,73,2793,F-2.2.Stage,UCI.WE.2.Stage,5,358,144,34,2.2,WE - Women Elite,11792
10,2024,83,1081,F-2.2.Stage,UCI.WE.2.Stage,3,45,144,34,2.2,WE - Women Elite,8865
1,2024,121,1497,F-1.1,UCI.WE.1,3,95,62,290,1.1,WE - Women Elite,12690
1,2025,90,1436,F-1.PRO,UCI.WE.Pro,1,60,37,550,1.Pro,WE - Women Elite,7439
9,2024,274,4291,Worlds.RR,UCI.WR.WO,2,159,2,1479,WC,ME - Men Elite,23284
9,2024,274,4291,Worlds.RR,UCI.WR.WO,2,159,2,1479,WC,ME - Men Elite,14726
3,2024,172,544,1.2,UCI.WR.2U,1,7,328,9,1.2U,MU - Men U23,14298
6,2024,15,18,2.1.Stage,UCI.WR.1.Stage,1,0,171,68,2.1,ME - Men Elite,1036
6,2024,194,197,2.1.Stage,UCI.WR.1.Stage,1,0,171,68,2.1,ME - Men Elite,15484
6,2024,179,379,2.1.Stage,UCI.WR.1.Stage,1,0,171,68,2.1,ME - Men Elite,14066
6,2024,197,330,2.1.Stage,UCI.WR.1.Stage,1,2,171,68,2.1,ME - Men Elite,15266
6,2024,159,169,2.1.Stage,UCI.WR.1.Stage,1,0,171,68,2.1,ME - Men Elite,11678
